transaction_id,trade_date,trade_timestamp,pair,direction,client_id,client_name,client_type,client_tier,market_maker_id,market_maker_name,volume_crypto,mid_price_idr,mm_price_idr,client_price_idr,spread_bps,idr_mm_amount,idr_client_amount,gross_spread_idr,tax_idr,net_pnl_idr,bank_account_id,client_wallet_id,mm_wallet_id,crypto_settlement_timestamp,fiat_settlement_timestamp,pnl_recognition_timestamp,pnl_recognition_month,status,exchange_ref,notes
OTC-01148,2024-03-11,2024-03-11 13:32:37,USDC/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-002,Global OTC Solutions,71891.78690026625,15627.47783146426,15624.21193194354,15563.27750540896,18,1123252514.6958823,1118871829.8885682,4380684.8073141575,2349630.842765993,2031053.9645481645,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 13:49:38,2024-03-11 14:47:15,2024-03-11 14:47:15,2024-03,SETTLED,EX-002,
OTC-01149,2024-03-11,2024-03-11 13:55:03,USDT/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-003,Apex Alpha Liquidity,48104.53226994227,15959.921242825536,15965.832820149526,16039.275651122212,25,768028920.1133863,771561853.1459078,3532933.0325214863,1620279.8916064063,1912653.14091508,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 14:14:27,2024-03-11 17:51:48,2024-03-11 17:51:48,2024-03,SETTLED,EX-001,
OTC-01150,2024-03-11,2024-03-11 09:12:10,USDC/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,171835.3502562593,15627.47783146426,15639.717949092103,15574.031133705916,21,2687456411.6913466,2676169094.762243,11287316.929103851,5619955.099000709,5667361.830103142,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 09:53:07,2024-03-11 11:32:21,2024-03-11 11:32:21,2024-03,SETTLED,EX-002,
OTC-01151,2024-03-11,2024-03-11 17:08:25,USDT/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,357758.6114653387,15959.921242825536,15946.334311255338,16000.551847913606,13,5704938421.156797,5724335211.788731,19396790.631933212,12021103.944756333,7375686.6871768795,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 17:19:27,2024-03-11 18:20:59,2024-03-11 18:20:59,2024-03,SETTLED,EX-002,
OTC-01152,2024-03-11,2024-03-11 16:26:56,USDC/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-001,Liquidity Prime,397823.2702057774,15627.47783146426,15631.197633105809,15689.033064348301,16,6218454159.63496,6241462440.02561,23008280.390649796,13107071.12405378,9901209.266596016,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 16:55:12,2024-03-11 18:55:16,2024-03-11 18:55:16,2024-03,SETTLED,EX-002,
OTC-01153,2024-03-11,2024-03-11 16:35:00,BTC/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,1.930749573094101,832018165.9526207,831552236.2222999,838204654.1120783,59,1605519125.0916505,1618363278.0923836,12844153.000733137,3398562.8839940056,9445590.116739132,BANK-IDR-003,WALLET-BTC-001,WALLET-USDT-002,2024-03-11 17:36:11,2024-03-11 19:56:12,2024-03-11 19:56:12,2024-03,SETTLED,EX-001,
OTC-01154,2024-03-11,2024-03-11 15:19:54,PAXG/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-002,Global OTC Solutions,9.400347534310201,29561765.085295014,29567676.57363464,29283826.87852775,75,277946435.5742479,275278149.79273516,2668285.7815127373,578084.1145647438,2090201.6669479934,BANK-IDR-001,WALLET-PAXG-001,WALLET-USDT-002,2024-03-11 18:42:46,2024-03-12 10:29:20,2024-03-12 10:29:20,2024-03,SETTLED,EX-002,
OTC-01155,2024-03-11,2024-03-11 11:25:26,USDC/IDR,SELL,CLT-006,Budi Santoso,HNWI,A,MM-003,Apex Alpha Liquidity,364285.2965806599,15627.47783146426,15618.47085516858,15552.873277576871,21,5689579287.61148,5665683054.603511,23896233.007968903,11897934.414667372,11998298.59330153,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 11:41:41,2024-03-11 14:05:15,2024-03-11 14:05:15,2024-03,SETTLED,EX-001,
OTC-01156,2024-03-11,2024-03-11 11:00:18,USDT/IDR,SELL,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-002,Global OTC Solutions,153544.13432394288,15959.921242825536,15961.34554472474,15894.307893436897,21,2450770984.310083,2440477746.1759806,10293238.134102345,5125003.266969559,5168234.867132786,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 11:21:27,2024-03-11 12:31:12,2024-03-11 12:31:12,2024-03,SETTLED,EX-001,
OTC-01157,2024-03-11,2024-03-11 16:35:44,USDT/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,318788.91153562174,15959.921242825536,15963.200932622782,16035.035336819583,24,5088891449.935239,5111791461.459947,22900011.524707794,10734762.069065887,12165249.455641907,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 17:13:34,2024-03-11 18:04:44,2024-03-11 18:04:44,2024-03,SETTLED,EX-002,
OTC-01158,2024-03-11,2024-03-11 11:14:07,USDT/IDR,BUY,CLT-002,Andi Pratama,HNWI,B,MM-003,Apex Alpha Liquidity,206082.5464793565,15959.921242825536,15959.755207239039,16015.614350464377,14,3289026994.2949915,3300538588.775024,11511594.480032444,6931131.03642755,4580463.443604894,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 11:29:40,2024-03-11 13:27:53,2024-03-11 13:27:53,2024-03,SETTLED,EX-001,
OTC-01159,2024-03-11,2024-03-11 16:59:33,USDC/IDR,SELL,CLT-003,Indo Global Investment,Institutional,A,MM-001,Liquidity Prime,182524.924204001,15627.47783146426,15632.629511063044,15563.845941214367,23,2853344516.616011,2840789800.742901,12554715.873110294,5965658.581560091,6589057.291550203,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 17:08:05,2024-03-11 20:38:38,2024-03-11 20:38:38,2024-03,SETTLED,EX-002,
OTC-01160,2024-03-11,2024-03-11 17:32:44,USDT/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-002,Global OTC Solutions,317418.67525323766,15959.921242825536,15960.933900845012,16019.989356278138,16,5066298494.610714,5085043799.040774,18745304.430060387,10678591.977985626,8066712.452074761,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 17:41:46,2024-03-11 19:33:11,2024-03-11 19:33:11,2024-03,SETTLED,EX-002,
OTC-01161,2024-03-11,2024-03-11 09:35:07,USDT/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-001,Liquidity Prime,232954.34130863615,15959.921242825536,15973.856598621944,15908.363786567594,20,3721179242.090586,3705922407.1980147,15256834.89257145,7782437.05511583,7474397.837455619,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 10:01:35,2024-03-11 13:07:04,2024-03-11 13:07:04,2024-03,SETTLED,EX-001,
OTC-01162,2024-03-11,2024-03-11 12:35:01,BTC/IDR,BUY,CLT-006,Budi Santoso,HNWI,A,MM-001,Liquidity Prime,1.9344835005263636,832018165.9526207,831694255.3437893,843337974.9186023,119,1608898814.4451208,1631423397.8473525,22524583.402231693,3425989.13547944,19098594.266752254,BANK-IDR-002,WALLET-BTC-001,WALLET-USDT-002,2024-03-11 14:13:30,2024-03-11 15:21:59,2024-03-11 15:21:59,2024-03,SETTLED,EX-002,
OTC-01163,2024-03-11,2024-03-11 14:03:29,USDC/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-003,Apex Alpha Liquidity,294255.9734068231,15627.47783146426,15617.013087630627,15674.79603605486,16,4595399387.807846,4612402365.542735,17002977.73488903,9686044.967639742,7316932.767249288,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 14:57:32,2024-03-11 17:41:48,2024-03-11 17:41:48,2024-03,SETTLED,EX-002,
OTC-01164,2024-03-11,2024-03-11 10:11:26,USDC/IDR,SELL,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-002,Global OTC Solutions,57726.64590017331,15627.47783146426,15629.713139547213,15570.320229616933,17,902250915.9279281,898822362.4474019,3428553.480526209,1887526.961139544,1541026.519386665,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 10:25:51,2024-03-11 13:03:10,2024-03-11 13:03:10,2024-03,SETTLED,EX-002,
OTC-01165,2024-03-11,2024-03-11 11:40:27,USDC/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-002,Global OTC Solutions,270092.8908002838,15627.47783146426,15617.832805298603,15556.92325735794,18,4218265610.418606,4201814374.5379734,16451235.8806324,8823810.186529744,7627425.694102656,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-03-11 12:37:11,2024-03-11 15:07:57,2024-03-11 15:07:57,2024-03,SETTLED,EX-002,
OTC-01166,2024-03-11,2024-03-11 11:48:00,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-002,Global OTC Solutions,491325.5125686667,15959.921242825536,15973.669149277308,16035.96645895949,18,7848271182.370972,7878879439.982219,30608257.611247063,16545646.823962659,14062610.787284404,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 12:24:01,2024-03-11 14:45:35,2024-03-11 14:45:35,2024-03,SETTLED,EX-001,
OTC-01167,2024-03-11,2024-03-11 16:01:32,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,375967.81141656067,15959.921242825536,15953.78434631596,16031.957889612908,28,5998109384.496197,6027500120.480227,29390735.984030724,12657750.253008477,16732985.731022246,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-03-11 16:15:55,2024-03-11 17:29:47,2024-03-11 17:29:47,2024-03,SETTLED,EX-001,
OTC-01168,2024-03-12,2024-03-12 16:07:12,BTC/IDR,SELL,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,1.36379191665585,867002249.5519161,867446668.4761368,858858946.458223,78,1183016754.5978024,1171304888.727284,11711865.870518446,2459740.2663272964,9252125.60419115,BANK-IDR-001,WALLET-BTC-001,WALLET-USDT-002,2024-03-12 17:11:40,2024-03-12 20:29:17,2024-03-12 20:29:17,2024-03,SETTLED,EX-001,
OTC-01169,2024-03-12,2024-03-12 09:32:48,USDC/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-001,Liquidity Prime,85460.23731532476,15618.762110339936,15612.457733079062,15553.13039369336,17,1334244342.944414,1329174214.441225,5070128.5031888485,2791265.8503265725,2278862.652862276,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 10:08:16,2024-03-12 11:35:35,2024-03-12 11:35:35,2024-03,SETTLED,EX-001,
OTC-01170,2024-03-12,2024-03-12 15:08:27,USDC/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,76575.92213668922,15618.762110339936,15608.278947664849,15670.712063455509,19,1195218353.384109,1199999226.7976453,4780873.41353631,2519998.376275055,2260875.037261255,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 15:32:13,2024-03-12 16:43:13,2024-03-12 16:43:13,2024-03,SETTLED,EX-001,
OTC-01171,2024-03-12,2024-03-12 15:13:40,USDC/IDR,SELL,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-001,Liquidity Prime,163250.98411814385,15618.762110339936,15631.876883769399,15555.280687038929,28,2551919284.889018,2539414880.393062,12504404.495955944,5332771.24882543,7171633.247130514,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 15:50:07,2024-03-12 18:42:12,2024-03-12 18:42:12,2024-03,SETTLED,EX-001,
OTC-01172,2024-03-12,2024-03-12 12:10:17,BTC/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,1.1484383488715653,867002249.5519161,866177138.2528034,876484646.1980119,98,994751042.4853472,1006588579.8909228,11837537.405575633,2113836.0177709376,9723701.387804694,BANK-IDR-001,WALLET-BTC-001,WALLET-USDT-002,2024-03-12 13:06:31,2024-03-12 15:50:50,2024-03-12 15:50:50,2024-03,SETTLED,EX-002,
OTC-01173,2024-03-12,2024-03-12 15:09:36,USDT/IDR,SELL,CLT-002,Andi Pratama,HNWI,B,MM-002,Global OTC Solutions,421464.88594590686,15944.113777416382,15934.488549797967,15858.003004758935,27,6715827399.246959,6683591427.730573,32235971.516386032,14035541.998234201,18200429.51815183,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 15:20:15,2024-03-12 18:30:56,2024-03-12 18:30:56,2024-03,SETTLED,EX-001,
OTC-01174,2024-03-12,2024-03-12 16:19:53,USDC/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,43794.458365408165,15618.762110339936,15625.943237791742,15549.376115926561,28,684329720.5477017,680976504.9170179,3353215.6306837797,1430050.6603257377,1923164.970358042,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 16:58:04,2024-03-12 18:59:15,2024-03-12 18:59:15,2024-03,SETTLED,EX-002,
OTC-01175,2024-03-12,2024-03-12 09:09:18,USDC/IDR,BUY,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-003,Apex Alpha Liquidity,322296.4622815692,15618.762110339936,15607.339427107148,15677.57245452913,24,5030190282.984287,5052826139.257716,22635856.273428917,10610934.892441204,12024921.380987713,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 09:52:26,2024-03-12 11:06:12,2024-03-12 11:06:12,2024-03,SETTLED,EX-002,
OTC-01176,2024-03-12,2024-03-12 17:32:42,USDT/IDR,BUY,CLT-010,Dewi Sartika,HNWI,B,MM-002,Global OTC Solutions,346271.25001948344,15944.113777416382,15948.985794990482,16009.591941011446,17,5522675247.774339,5543661413.715881,20986165.941542625,11641688.96880335,9344476.972739276,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 17:45:15,2024-03-12 21:17:11,2024-03-12 21:17:11,2024-03,SETTLED,EX-002,
OTC-01177,2024-03-12,2024-03-12 17:30:43,BTC/IDR,SELL,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-001,Liquidity Prime,1.4679749003995868,867002249.5519161,866232126.9313053,857050066.3858335,85,1271607020.254905,1258127985.8402033,13479034.4147017,2642068.7702644267,10836965.644437274,BANK-IDR-001,WALLET-BTC-001,WALLET-USDT-002,2024-03-12 18:37:00,2024-03-12 23:23:00,2024-03-12 23:23:00,2024-03,SETTLED,EX-002,
OTC-01178,2024-03-12,2024-03-12 11:21:45,USDC/IDR,BUY,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-003,Apex Alpha Liquidity,54231.255459946195,15618.762110339936,15606.450115641981,15668.87591610455,19,846357383.0442871,849742812.5764643,3385429.53217721,1784459.906410575,1600969.625766635,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 11:53:37,2024-03-12 14:48:31,2024-03-12 14:48:31,2024-03,SETTLED,EX-001,
OTC-01179,2024-03-12,2024-03-12 17:21:38,USDC/IDR,SELL,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,131489.9592675015,15618.762110339936,15603.473926398125,15527.016904158774,28,2051700151.0136108,2041646820.2736442,10053330.739966631,4287458.322574653,5765872.417391978,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 18:10:50,2024-03-12 21:12:13,2024-03-12 21:12:13,2024-03,SETTLED,EX-002,
OTC-01180,2024-03-12,2024-03-12 10:56:40,USDC/IDR,BUY,CLT-006,Budi Santoso,HNWI,A,MM-002,Global OTC Solutions,219763.7162199321,15618.762110339936,15611.916149503782,15682.169772176549,24,3430932710.328924,3446371907.5254045,15439197.196480274,7237381.0058033485,8201816.190676926,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 11:23:42,2024-03-12 14:36:13,2024-03-12 14:36:13,2024-03,SETTLED,EX-002,
OTC-01181,2024-03-12,2024-03-12 15:14:42,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,413171.7115959816,15944.113777416382,15944.0379272338,16017.380501699074,25,6587625440.146436,6617928517.171109,30303077.024673462,13897649.886059329,16405427.138614133,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 15:45:30,2024-03-12 19:13:38,2024-03-12 19:13:38,2024-03,SETTLED,EX-002,
OTC-01182,2024-03-12,2024-03-12 11:47:50,USDC/IDR,SELL,CLT-008,Mega Lestari,HNWI,C,MM-002,Global OTC Solutions,304704.3644350697,15618.762110339936,15632.169246625519,15574.330220413003,16,4763190195.0344715,4745566391.312843,17623803.72162819,9965689.42175697,7658114.299871219,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 12:03:43,2024-03-12 12:47:50,2024-03-12 12:47:50,2024-03,SETTLED,EX-002,
OTC-01183,2024-03-12,2024-03-12 14:51:43,USDT/IDR,SELL,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,256437.77346240968,15944.113777416382,15952.754686769242,15888.943668022164,19,4090888892.467125,4074525336.8972564,16363555.569868565,8556503.207484238,7807052.362384327,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 15:00:49,2024-03-12 18:31:06,2024-03-12 18:31:06,2024-03,SETTLED,EX-002,
OTC-01184,2024-03-12,2024-03-12 14:56:53,USDT/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-002,Global OTC Solutions,148894.56143110234,15944.113777416382,15931.921189143022,15994.055681780681,18,2372176418.2123365,2381427906.243365,9251488.03102827,5000998.603111066,4250489.427917205,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 15:51:07,2024-03-12 18:28:01,2024-03-12 18:28:01,2024-03,SETTLED,EX-002,
OTC-01185,2024-03-12,2024-03-12 17:58:44,USDT/IDR,BUY,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,188046.8940941197,15944.113777416382,15955.72640940266,16032.31389616779,27,3000424794.3036904,3014826833.316348,14402039.012657642,6331136.349964331,8070902.662693311,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 18:51:19,2024-03-12 21:00:52,2024-03-12 21:00:52,2024-03,SETTLED,EX-002,
OTC-01186,2024-03-12,2024-03-12 12:37:35,USDT/IDR,BUY,CLT-006,Budi Santoso,HNWI,A,MM-001,Liquidity Prime,44015.29246578687,15944.113777416382,15945.306845182746,15997.92635777185,12,701837344.247432,704153407.4834485,2316063.236016512,1478722.1557152418,837341.0803012701,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 13:03:25,2024-03-12 15:39:13,2024-03-12 15:39:13,2024-03,SETTLED,EX-001,
OTC-01187,2024-03-12,2024-03-12 11:17:25,USDT/IDR,SELL,CLT-010,Dewi Sartika,HNWI,B,MM-003,Apex Alpha Liquidity,30316.75759483485,15944.113777416382,15949.283370596168,15871.131882080246,28,483530557.75769454,481161258.0246818,2369299.733012736,1010438.6418518317,1358861.0911609042,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 11:59:09,2024-03-12 15:10:23,2024-03-12 15:10:23,2024-03,SETTLED,EX-002,
OTC-01188,2024-03-12,2024-03-12 14:57:19,USDC/IDR,SELL,CLT-006,Budi Santoso,HNWI,A,MM-001,Liquidity Prime,128730.32905953875,15618.762110339936,15608.429682810427,15531.948377364655,28,2009278289.1708584,1999432825.553921,9845463.616937399,4198808.933663234,5646654.683274165,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-03-12 15:26:24,2024-03-12 17:46:47,2024-03-12 17:46:47,2024-03,SETTLED,EX-001,
OTC-01189,2024-03-12,2024-03-12 13:21:45,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-001,Liquidity Prime,322357.4709995819,15944.113777416382,15947.992486199328,16002.215660652406,13,5140954525.37155,5158433770.757813,17479245.386263847,10832710.918591408,6646534.467672439,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-12 14:13:40,2024-03-12 14:31:26,2024-03-12 14:31:26,2024-03,SETTLED,EX-002,
OTC-01190,2024-03-13,2024-03-13 10:27:15,USDC/IDR,SELL,CLT-004,Siti Aminah,HNWI,C,MM-003,Apex Alpha Liquidity,241509.71687351566,15633.18343281886,15639.620284403436,15562.98614500986,28,3777120266.8955665,3758612377.587778,18507889.307788372,7893085.992934333,10614803.314854039,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 10:54:13,2024-03-13 12:25:54,2024-03-13 12:25:54,2024-03,SETTLED,EX-002,
OTC-01191,2024-03-13,2024-03-13 10:59:28,USDC/IDR,SELL,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-001,Liquidity Prime,301643.2441237382,15633.18343281886,15631.591151820541,15569.06478721326,19,4715163865.851069,4696303210.387666,18860655.4634037,9862236.741814097,8998418.721589604,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 11:55:22,2024-03-13 12:00:55,2024-03-13 12:00:55,2024-03,SETTLED,EX-001,
OTC-01192,2024-03-13,2024-03-13 10:05:54,USDC/IDR,BUY,CLT-009,PT Sumber Berkah,Corporate,C,MM-003,Apex Alpha Liquidity,331122.76396942424,15633.18343281886,15636.583411380774,15699.129745026297,19,5177628718.21485,5198339233.08771,20710514.872859955,10916512.389484191,9794002.483375764,BANK-IDR-003,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 10:39:36,2024-03-13 11:34:28,2024-03-13 11:34:28,2024-03,SETTLED,EX-002,
OTC-01193,2024-03-13,2024-03-13 14:13:59,USDT/IDR,BUY,CLT-006,Budi Santoso,HNWI,A,MM-002,Global OTC Solutions,459057.33271462645,15934.943310226601,15942.622504829915,16000.015945847303,15,7318577763.543398,7344924643.492154,26346879.948756218,15424341.751333524,10922538.197422694,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-13 14:54:59,2024-03-13 15:35:48,2024-03-13 15:35:48,2024-03,SETTLED,EX-001,
OTC-01194,2024-03-13,2024-03-13 12:35:11,USDT/IDR,BUY,CLT-005,PT Teknologi Nusantara,Corporate,B,MM-003,Apex Alpha Liquidity,438312.47625209927,15934.943310226601,15929.056050919733,16003.922614359055,26,6981904002.037113,7014718950.846687,32814948.809574127,14730909.796778042,18084039.012796085,BANK-IDR-001,WALLET-USDT-001,WALLET-USDT-002,2024-03-13 13:19:05,2024-03-13 14:44:46,2024-03-13 14:44:46,2024-03,SETTLED,EX-001,
OTC-01195,2024-03-13,2024-03-13 17:08:30,USDC/IDR,BUY,CLT-010,Dewi Sartika,HNWI,B,MM-001,Liquidity Prime,84593.87128835644,15633.18343281886,15622.302184702017,15680.104702785415,16,1321551020.240492,1326440759.015382,4889738.774889946,2785525.593932302,2104213.180957644,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 17:21:42,2024-03-13 20:15:54,2024-03-13 20:15:54,2024-03,SETTLED,EX-001,
OTC-01196,2024-03-13,2024-03-13 15:16:10,USDC/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-002,Global OTC Solutions,135634.49234861607,15633.18343281886,15619.91757367005,15694.893178023665,27,2118599590.6319642,2128768868.6669974,10169278.035033226,4470414.624200694,5698863.410832532,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 15:46:59,2024-03-13 16:48:02,2024-03-13 16:48:02,2024-03,SETTLED,EX-001,
OTC-01197,2024-03-13,2024-03-13 15:14:01,USDT/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-003,Apex Alpha Liquidity,363135.6213548202,15934.943310226601,15932.170086692557,15995.898767039327,19,5785538483.9617815,5808680637.897629,23142153.935847282,12198229.33958502,0.0,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-13 16:04:59,2024-03-13 16:18:14,2024-03-13 16:18:14,2024-03,RECONCILING,EX-001,
OTC-01198,2024-03-13,2024-03-13 14:57:39,USDC/IDR,BUY,CLT-010,Dewi Sartika,HNWI,B,MM-001,Liquidity Prime,348584.4348393683,15633.18343281886,15622.76918649327,15689.94709399519,22,5445854167.499654,5469271340.419902,23417172.92024803,11485469.814881792,11931703.10536624,BANK-IDR-002,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 15:43:58,2024-03-13 17:18:40,2024-03-13 17:18:40,2024-03,SETTLED,EX-002,
OTC-01199,2024-03-13,2024-03-13 12:01:56,USDT/IDR,BUY,CLT-003,Indo Global Investment,Institutional,A,MM-003,Apex Alpha Liquidity,201741.54039973483,15934.943310226601,15921.34095760175,15983.434187336396,18,3211995850.0159664,3224522633.8310285,12526783.815062046,6771497.531045159,5755286.284016887,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-13 12:15:36,2024-03-13 13:45:52,2024-03-13 13:45:52,2024-03,SETTLED,EX-001,
OTC-01200,2024-03-13,2024-03-13 15:29:22,USDC/IDR,SELL,CLT-006,Budi Santoso,HNWI,A,MM-003,Apex Alpha Liquidity,233272.2674234293,15633.18343281886,15630.379278096736,15560.042571345302,24,3646134014.8898096,3629726411.822806,16407603.067003727,7622425.464827891,8785177.602175836,BANK-IDR-001,WALLET-USDC-001,WALLET-USDT-002,2024-03-13 16:11:35,2024-03-13 18:45:25,2024-03-13 18:45:25,2024-03,SETTLED,EX-001,
OTC-01201,2024-03-13,2024-03-13 15:20:22,BTC/IDR,BUY,CLT-001,PT Maju Jaya Bersama,Corporate,A,MM-001,Liquidity Prime,2.056404022786415,846801648.450219,846953106.319197,854914465.5185976,73,1741677774.946247,1758049546.0307422,16371771.084495068,3691904.0466645584,12679867.03783051,BANK-IDR-002,WALLET-BTC-001,WALLET-USDT-002,2024-03-13 16:12:38,2024-03-13 17:47:51,2024-03-13 17:47:51,2024-03,SETTLED,EX-002,
OTC-01202,2024-03-13,2024-03-13 15:34:05,BTC/IDR,BUY,CLT-010,Dewi Sartika,HNWI,B,MM-001,Liquidity Prime,1.5868465092165869,846801648.450219,847279655.8187534,854566260.8587946,65,1344502764.16622,1356065487.9380493,11562723.771829367,2847737.5246699033,8714986.247159462,BANK-IDR-001,WALLET-BTC-001,WALLET-USDT-002,2024-03-13 17:27:40,2024-03-13 17:53:01,2024-03-13 17:53:01,2024-03,SETTLED,EX-002,
OTC-01203,2024-03-13,2024-03-13 15:01:42,USDT/IDR,BUY,CLT-008,Mega Lestari,HNWI,C,MM-003,Apex Alpha Liquidity,61627.08856453113,15934.943310226601,15920.853302404614,15995.681312925914,26,981155836.4901971,985767268.9217008,4611432.431503773,2070111.2647355716,2541321.166768201,BANK-IDR-003,WALLET-USDT-001,WALLET-USDT-002,2024-03-13 15:22:21,2024-03-13 17:13:42,2024-03-13 17:13:42,2024-03,SETTLED,EX-001,
OTC-01204,2024-03-13,2024-03-13 09:01:21,USDT/IDR,BUY,CLT-007,Jakarta Capital Alpha,Institutional,A,MM-001,Liquidity Prime,137128.62045616333,15934.943310226601,15928.240108406344,15988.767420818289,17,2184217592.3602915,2192517619.211261,8300026.850969315,4604287.000343648,3695739.850625667,BANK-IDR-002,WALLET-USDT-001,WALLET-USDT-002,2024-03-13 09:38:42,2024-03-13 10:09:14,2024-03-13 10:09:14,2024-03,SETTLED,EX-002,
